TextId	Group	Index	Bank	Pointer	StartBit	EndBit	Symbols	Text
02BC	15	1C	00	AA8D	5033	5341	49 00 1E 0B 15 0F 1D 00 1E 12 0F 00 48 00 10 1C 19 17 00 49 6B 1D 00 38 19 19 16 00 26 0B 11 00 0B 18 0E 00 1C 0F 1E 1F 1C 18 1D 00 13 1E 00 1E 19 00 49 6B 1D 00 38 19 19 16 00 26 0B 11 78	<49> takes the <48> from <49>'s Tool Bag and returns it to <49>'s Tool Bag.
02BD	15	1D	00	AA8D	5341	5609	49 00 1E 0B 15 0F 1D 00 1E 12 0F 00 48 00 10 1C 19 17 00 49 6B 1D 00 11 12 19 1D 1E 00 0B 18 0E 00 1C 0F 1E 1F 1C 18 1D 00 13 1E 00 1E 19 00 49 6B 1D 00 11 12 19 1D 1E 78	<49> takes the <48> from <49>'s ghost and returns it to <49>'s ghost.
02BE	15	1E	00	AA8D	5609	5755	28 19 00 23 19 1F 00 21 0B 18 1E 00 1E 19 00 0E 13 1D 0D 0B 1C 0E 00 1E 12 0F 00 48 6D	Do you want to discard the <48>?
02BF	15	1F	00	AA8D	5755	5913	26 1F 1E 00 49 00 12 0B 1D 00 18 19 00 19 18 0F 00 1E 19 00 12 0B 18 0E 00 1E 12 13 18 11 1D 00 1E 19 78	But <49> has no one to hand things to.
02C0	16	00	00	AD71	0	95	49 00 0D 0B 18 6B 1E 00 1F 1D 0F 00 1D 1A 0F 16 16 1D 78	<49> can't use spells.
02C1	16	01	00	AD71	95	352	49 00 0E 19 0F 1D 18 6B 1E 00 15 18 19 21 00 0B 00 1D 1A 0F 16 16 00 21 12 13 0D 12 00 0D 0B 18 00 0C 0F 00 1F 1D 0F 0E 00 21 12 13 16 0F 00 17 19 20 13 18 11 78	<49> doesn't know a spell which can be used while moving.
02C2	16	02	00	AD71	352	433	32 19 1E 00 0F 18 19 1F 11 12 00 31 34 6E	Not enough MP!
02C3	16	03	00	AD71	433	502	49 00 0D 12 0B 18 1E 1D 00 4A 6E	<49> chants <4A>!
02C4	16	04	00	AD71	502	627	49 00 0C 1F 17 1A 1D 00 13 18 1E 19 00 1E 12 0F 00 0D 0F 13 16 13 18 11 6E	<49> bumps into the ceiling!
02C5	16	05	00	AD71	627	730	26 1F 1E 00 18 19 1E 12 13 18 11 00 12 0B 1A 1A 0F 18 1D 78	But nothing happens.
02C6	16	06	00	AD71	730	913	25 00 1C 0F 0E 00 16 13 11 12 1E 00 11 16 19 21 1D 00 13 18 00 1E 12 0F 00 1E 1C 0F 0B 1D 1F 1C 0F 00 0D 12 0F 1D 1E 78	A red light glows in the treasure chest.
02C7	16	07	00	AD71	913	1111	25 00 23 0F 16 16 19 21 00 16 13 11 12 1E 00 11 16 19 21 1D 00 13 18 00 1E 12 0F 00 1E 1C 0F 0B 1D 1F 1C 0F 00 0D 12 0F 1D 1E 78	A yellow light glows in the treasure chest.
02C8	16	08	00	AD71	1111	1300	25 00 0C 16 1F 0F 00 16 13 11 12 1E 00 11 16 19 21 1D 00 13 18 00 1E 12 0F 00 1E 1C 0F 0B 1D 1F 1C 0F 00 0D 12 0F 1D 1E 78	A blue light glows in the treasure chest.
02C9	16	09	00	AD71	1300	1466	38 12 0F 00 1E 1C 0F 0B 1D 1F 1C 0F 00 0D 12 0F 1D 1E 00 1D 0F 0F 17 1D 00 1E 19 00 0C 0F 00 0F 17 1A 1E 23 78	The treasure chest seems to be empty.
02CA	16	0A	00	AD71	1466	1550	49 6B 1D 00 21 19 1F 18 0E 1D 00 12 0F 0B 16 6E	<49>'s wounds heal!
02CB	16	0B	00	AD71	1550	1665	49 6B 1D 00 18 1F 17 0C 18 0F 1D 1D 00 11 19 0F 1D 00 0B 21 0B 23 6E	<49>'s numbness goes away!
02CC	16	0C	00	AD71	1665	1802	38 12 0F 00 1A 19 13 1D 19 18 00 16 0F 0B 20 0F 1D 00 49 6B 1D 00 0C 19 0E 23 6E	The poison leaves <49>'s body!
02CD	16	0D	00	AD71	1802	1860	49 00 1C 0F 20 13 20 0F 1D 6E	<49> revives!
02CE	16	0E	00	AD71	1860	1949	49 00 0E 19 0F 1D 18 6B 1E 00 1C 0F 20 13 20 0F 6E	<49> doesn't revive!
02CF	16	0F	00	AD71	1949	2122	26 0F 13 18 11 00 16 13 10 0F 16 0F 1D 1D 77 49 00 0D 0B 18 6B 1E 00 0D 0B 1D 1E 00 1D 1A 0F 16 16 1D 78	Being lifeless,<49> can't cast spells.
02D0	16	10	00	AD71	2122	2309	26 0F 13 18 11 00 1A 0B 1C 0B 16 23 24 0F 0E 77 49 00 0D 0B 18 6B 1E 00 0D 0B 1D 1E 00 1D 1A 0F 16 16 1D 78	Being paralyzed,<49> can't cast spells.
02D1	16	11	00	AD71	2309	2484	49 6B 1D 00 34 0B 1C 1E 23 00 13 1D 18 6B 1E 00 0D 0B 1C 1C 23 13 18 11 00 0B 18 23 1E 12 13 18 11 78	<49>'s Party isn't carrying anything.
02D2	16	12	00	AD71	2484	2632	3D 19 1F 00 1D 12 19 1F 16 0E 18 6B 1E 00 1E 12 1C 19 21 00 1E 12 0B 1E 00 0B 21 0B 23 6E	You shouldn't throw that away!
02D3	16	13	00	AD71	2632	2728	49 00 0B 1A 1A 1C 0B 13 1D 0F 1D 00 1E 12 0F 00 48 78	<49> appraises the <48>.
02D4	16	14	00	AD71	2728	2855	44 69 2C 17 17 72 17 1F 1D 1E 00 0C 0F 00 0B 00 21 0F 0B 1A 19 18 6C	<44>'Hmm...must be a weapon.'
02D5	16	15	00	AD71	2855	2971	44 69 2C 17 17 72 17 1F 1D 1E 00 0C 0F 00 0B 1C 17 19 1C 6C	<44>'Hmm...must be armor.'
02D6	16	16	00	AD71	2971	3098	44 69 2C 17 17 72 17 1F 1D 1E 00 0C 0F 00 0B 00 1D 12 13 0F 16 0E 6C	<44>'Hmm...must be a shield.'
02D7	16	17	00	AD71	3098	3255	44 69 2C 17 17 72 17 1F 1D 1E 00 0C 0F 00 0B 00 0D 0B 1A 00 19 1C 00 12 0F 16 17 0F 1E 6C	<44>'Hmm...must be a cap or helmet.'
02D8	16	18	00	AD71	3255	3376	44 69 2C 17 17 72 17 1F 1D 1E 00 0C 0F 00 0B 18 00 13 1E 0F 17 6C	<44>'Hmm...must be an item.'
02D9	16	19	00	AD71	3376	3604	44 69 25 00 1D 12 19 1A 00 1D 12 19 1F 16 0E 00 1A 0B 23 00 47 00 11 19 16 0E 00 1A 13 0F 0D 0F 4C 00 10 19 1C 00 1E 12 13 1D 6C	<44>'A shop should pay <47> gold piece<4C> for this.'
02DA	16	1A	00	AD71	3604	3743	44 69 3B 12 0B 1E 00 0B 18 00 0B 21 0F 1D 19 17 0F 00 19 0C 14 0F 0D 1E 6E 6A	<44>'What an awesome object!'
02DB	16	1B	00	AD71	3743	4029	44 69 32 19 00 1D 1E 19 1C 0F 00 13 1D 00 16 13 15 0F 16 23 00 1E 19 00 0C 0F 00 0B 0C 16 0F 00 1E 19 00 0B 1A 1A 1C 0B 13 1D 0F 00 1E 12 0F 00 20 0B 16 1F 0F 00 19 10 00 1E 12 13 1D 6C	<44>'No store is likely to be able to appraise the value of this.'
02DC	16	1C	00	AD71	4029	4180	28 19 0F 1D 18 6B 1E 00 0D 19 17 0F 00 19 10 10 00 0E 1F 0F 00 1E 19 00 0B 00 0D 1F 1C 1D 0F 6E	Doesn't come off due to a curse!
02DD	16	1D	00	AD71	4180	4320	44 69 28 19 0F 1D 18 6B 1E 00 1D 0F 0F 17 00 1E 19 00 0C 0F 00 0D 1F 1C 1D 0F 0E 6C	<44>'Doesn't seem to be cursed.'
02DE	16	1E	00	AD71	4320	4517	44 69 2D 1E 00 1D 0F 0F 17 1D 00 1E 12 0B 1E 00 1E 12 13 1D 00 0D 0B 18 00 19 18 16 23 00 0C 0F 00 1F 1D 0F 0E 00 19 18 0D 0F 6C	<44>'It seems that this can only be used once.'
02DF	16	1F	00	AD71	4517	4739	44 69 2D 1E 00 1D 0F 0F 17 1D 00 1E 12 0B 1E 00 1E 12 13 1D 00 0D 0B 18 00 0C 0F 00 1F 1D 0F 0E 00 1E 13 17 0F 00 0B 10 1E 0F 1C 00 1E 13 17 0F 6C	<44>'It seems that this can be used time after time.'
02E0	17	00	00	AFC2	0	235	44 69 2D 1E 00 1D 0F 0F 17 1D 00 1E 12 0B 1E 00 0B 18 23 19 18 0F 00 0D 0B 18 00 0C 0F 00 0F 1B 1F 13 1A 1A 0F 0E 00 21 13 1E 12 00 1E 12 13 1D 6C	<44>'It seems that anyone can be equipped with this.'
02E1	17	01	00	AFC2	235	477	44 69 38 12 0F 00 10 19 16 16 19 21 13 18 11 00 0D 0B 18 00 0C 0F 00 0F 1B 1F 13 1A 1A 0F 0E 00 21 13 1E 12 00 1E 12 13 1D 71 43 40	<44>'The following can be equipped with this:<43><40>
02E2	17	02	00	AFC2	477	501	00 49 6C	 <49>.'
02E3	17	03	00	AFC2	501	553	00 49 00 0B 18 0E 00 49 6C	 <49> and <49>.'
02E4	17	04	00	AFC2	553	630	00 49 77 49 43 00 0B 18 0E 00 49 6C	 <49>,<49><43> and <49>.'
02E5	17	05	00	AFC2	630	888	44 69 2D 00 0E 19 18 6B 1E 00 1E 12 13 18 15 00 0B 18 23 00 19 10 00 1F 1D 00 0D 0B 18 00 0C 0F 00 0F 1B 1F 13 1A 1A 0F 0E 00 21 13 1E 12 00 1E 12 13 1D 6C	<44>'I don't think any of us can be equipped with this.'
02E6	17	06	00	AFC2	888	1003	49 00 1E 12 1C 19 21 1D 00 1E 12 0F 00 26 19 19 17 0F 1C 0B 18 11 78	<49> throws the Boomerang.
02E7	17	07	00	AFC2	1003	1159	49 00 0B 0E 17 13 18 13 1D 1E 0F 1C 1D 00 1E 12 0F 00 48 00 1E 19 00 1E 12 0F 00 2F 13 18 11 78	<49> administers the <48> to the King.
02E8	17	08	00	AFC2	1159	1234	49 00 21 0F 0B 1C 1D 00 1E 12 0F 00 48 78	<49> wears the <48>.
02E9	17	09	00	AFC2	1234	1420	37 1E 0B 1C 1E 0F 0E 00 10 16 23 13 18 11 00 12 13 11 12 00 1F 1A 00 13 18 1E 19 00 1E 12 0F 00 1D 15 23 78 4B	Started flying high up into the sky.<4B>
02EA	17	0A	00	AFC2	1420	1507	38 12 0F 00 48 00 13 1D 00 0D 1F 1C 1D 0F 0E 78	The <48> is cursed.
02EB	17	0B	00	AFC2	1507	1521	44	<44>
02EC	17	0C	00	AFC2	1521	1612	69 27 19 17 0F 00 1E 12 13 1D 00 21 0B 23 72 6C	'Come this way....'
02ED	17	0D	00	AFC2	1612	1803	69 2D 10 00 23 19 1F 00 11 19 00 1E 12 0B 1E 00 21 0B 23 77 23 19 1F 6B 16 16 00 11 19 00 0C 0B 0D 15 72 6C	'If you go that way,you'll go back....'
02EE	17	0E	00	AFC2	1803	1888	69 32 19 1E 00 1E 12 0B 1E 00 21 0B 23 72 6C	'Not that way....'
02EF	17	0F	00	AFC2	1888	2127	44 69 2D 1E 00 1D 0F 0F 17 1D 00 1E 12 0B 1E 00 19 18 16 23 00 2D 00 0D 0B 18 00 0C 0F 00 0F 1B 1F 13 1A 1A 0F 0E 00 21 13 1E 12 00 1E 12 13 1D 6C	<44>'It seems that only I can be equipped with this.'
02F0	17	10	00	AFC2	2127	2277	38 12 0F 1C 0F 6B 1D 00 18 19 00 19 18 0F 00 13 18 00 1E 12 0B 1E 00 0E 13 1C 0F 0D 1E 13 19 18 78	There's no one in that direction.
02F1	17	11	00	AFC2	2277	2375	69 26 19 21 77 3B 19 21 77 3B 19 21 6E 6A	'Bow,Wow,Wow!'
02F2	17	12	00	AFC2	2375	2518	26 1F 1E 00 31 34 00 13 1D 18 6B 1E 00 13 18 0D 1C 0F 0B 1D 0F 0E 00 17 19 1C 0F 78	But MP isn't increased more.
02F3	17	13	00	AFC2	2518	2721	69 3D 19 1F 6B 1C 0F 00 16 0B 1E 0F 78 27 19 17 0F 00 13 18 00 1E 12 0F 00 1D 12 19 1A 78 35 1F 13 0D 15 6E 6A	'You're late.Come in the shop.Quick!'
02F4	17	14	00	AFC2	2721	3022	69 27 19 17 0F 00 1E 12 13 1D 00 21 0B 23 77 23 19 1F 00 0C 1C 0B 1E 6E 6A 43 69 30 0F 1E 00 17 0F 00 11 19 6E 00 2D 00 0E 19 18 6B 1E 00 21 0B 18 1E 00 1E 19 00 11 19 6E 6A	'Come this way,you brat!'<43>'Let me go! I don't want to go!'
02F5	17	15	00	AFC2	3022	3119	69 2C 0F 16 1A 6E 00 2C 0F 16 1A 00 17 0F 6E 6A	'Help! Help me!'
02F6	17	16	00	AFC2	3119	3284	38 12 0F 00 21 19 1F 18 0E 1D 00 19 10 00 49 00 0B 18 0E 00 1E 12 0F 00 19 1E 12 0F 1C 1D 00 12 0F 0B 16 78	The wounds of <49> and the others heal.
02F7	17	17	00	AFC2	3284	3560	69 38 12 13 1D 00 13 1D 00 0B 18 00 13 1E 0F 17 00 1D 12 19 1A 78 38 12 0F 23 00 0E 19 18 6B 1E 00 0D 0B 1C 1C 23 00 1D 19 1F 20 0F 18 13 1C 1D 77 1E 12 19 1F 11 12 6C	'This is an item shop.They don't carry souvenirs,though.'
02F8	17	18	00	AFC2	3560	3795	69 2C 0F 1C 0F 00 16 13 0F 1D 00 36 1F 20 0B 1D 00 1E 12 0F 00 37 19 16 0E 13 0F 1C 00 21 12 19 00 1D 0B 20 0F 0E 00 1E 12 13 1D 00 1E 19 21 18 6C	'Here lies Ruvas the Soldier who saved this town.'
02F9	17	19	00	AFC2	3795	4212	69 25 18 0E 00 1E 12 13 1D 00 13 1D 72 78 29 22 0D 1F 1D 0F 00 17 0F 6C 4F 32 1F 1C 1D 0F 77 2D 6B 0E 00 16 13 15 0F 00 1E 19 00 1D 12 19 21 00 1E 12 0B 1E 00 1E 19 00 1E 12 0F 17 6C 44 32 1F 1C 1D 0F 71 69 33 10 00 0D 19 1F 1C 1D 0F 6C	'And this is....Excuse me.'<4F>Nurse,I'd like to show that to them.'<44>Nurse:'Of course.'
02FA	17	1A	00	AFC2	4212	4646	69 38 12 13 1D 00 13 1D 00 1E 12 0F 00 0B 1C 17 19 1C 00 1E 12 0F 23 00 0C 0F 16 13 0F 20 0F 00 36 1F 20 0B 1D 00 21 19 1C 0F 6C 4F 38 12 0F 23 00 1D 0B 23 00 1E 12 13 1D 00 0B 1C 17 19 1C 00 12 0B 1D 00 0B 00 20 0F 1C 23 00 17 23 1D 1E 0F 1C 13 19 1F 1D 00 1A 19 21 0F 1C 6C	'This is the armor they believe Ruvas wore.'<4F>They say this armor has a very mysterious power.'
02FB	17	1B	00	AFC2	4646	4971	69 25 18 0E 00 1E 12 13 1D 00 13 1D 00 1E 12 0F 00 25 18 0F 0B 1F 22 00 37 1A 0B 78 3A 0F 1C 23 00 1C 0F 10 1C 0F 1D 12 13 18 11 00 0B 10 1E 0F 1C 00 0B 00 16 19 18 11 00 14 19 1F 1C 18 0F 23 6C	'And this is the Aneaux Spa.Very refreshing after a long journey.'
02FC	17	1C	00	AFC2	4971	5680	69 26 23 00 1E 12 0F 00 21 0B 23 77 12 0B 20 0F 00 23 19 1F 00 0E 0F 0D 13 0E 0F 0E 00 21 12 0F 1C 0F 00 1E 19 00 1D 1E 0B 23 00 1E 19 18 13 11 12 1E 6D 6A 4F 2D 00 1C 0F 0D 19 17 17 0F 18 0E 00 1E 12 13 1D 00 13 18 18 78 38 12 0F 00 1A 0F 19 1A 16 0F 00 0B 1C 0F 00 0D 19 1F 1C 1E 0F 19 1F 1D 00 0B 18 0E 00 1E 12 0F 00 1A 1C 13 0D 0F 00 13 1D 00 1C 0F 0B 1D 19 18 0B 0C 16 0F 78 3B 0F 16 16 77 2D 00 17 1F 1D 1E 00 11 19 00 18 19 21 78 26 23 0F 6C	'By the way,have you decided where to stay tonight?'<4F>I recommend this inn.The people are courteous and the price is reasonable.Well,I must go now.Bye.'
02FD	17	1D	00	AFC2	5680	5850	69 32 19 6E 00 30 0F 1E 00 17 0F 00 11 19 6E 00 2C 0F 16 1A 6E 00 37 19 17 0F 19 18 0F 6E 6A	'No! Let me go! Help! Someone!'
02FE	17	1E	00	AFC2	5850	6064	69 37 1E 19 1A 6E 00 4B 33 1C 00 1E 12 0F 00 34 1C 13 18 0D 0F 1D 1D 00 21 13 16 16 00 0C 0F 00 12 0B 1C 17 0F 0E 6E 6A	'Stop! <4B>Or the Princess will be harmed!'
02FF	17	1F	00	AFC2	6064	6269	69 35 1F 13 0F 1E 6E 00 32 0F 0D 1C 19 1D 0B 1C 19 00 21 13 16 16 00 0B 1C 1C 13 20 0F 00 1D 12 19 1C 1E 16 23 6E 6A	'Quiet! Necrosaro will arrive shortly!'
0300	18	00	00	B2D2	0	849	38 12 13 1D 00 13 1D 00 0B 00 1D 1E 19 1C 23 00 0B 0C 19 1F 1E 00 1C 19 23 0B 16 00 1D 19 16 0E 13 0F 1C 1D 00 19 10 00 0B 00 1D 17 0B 16 16 00 0D 19 1F 18 1E 1C 23 00 0D 0B 16 16 0F 0E 00 26 1F 1C 16 0B 18 0E 78 44 33 18 0F 00 19 10 00 1E 12 0F 00 1C 19 23 0B 16 00 1D 19 16 0E 13 0F 1C 1D 00 13 1D 00 23 19 1F 77 36 0B 11 18 0B 1C 78 44 33 18 0F 00 17 19 1C 18 13 18 11 77 1E 12 0F 00 2F 13 18 11 00 1D 1F 17 17 19 18 1D 00 0B 16 16 00 1E 12 0F 00 1D 19 16 0E 13 0F 1C 1D 00 1E 19 00 1E 12 0F 00 27 0B 1D 1E 16 0F 00 0D 19 1F 1C 1E 72 78 44	This is a story about royal soldiers of a small country called Burland.<44>One of the royal soldiers is you,Ragnar.<44>One morning,the King summons all the soldiers to the Castle court....<44>
0301	18	01	00	B2D2	849	1079	69 38 12 0F 00 2F 13 18 11 00 21 13 16 16 00 1D 1A 0F 0B 15 00 1E 19 00 23 19 1F 78 30 13 1D 1E 0F 18 00 0D 0B 1C 0F 10 1F 16 16 23 6C	'The King will speak to you.Listen carefully.'
0302	18	02	00	B2D2	1079	2562	69 29 20 0F 1C 23 19 18 0F 77 0B 1E 00 0F 0B 1D 0F 6C 4F 3D 19 1F 00 17 1F 1D 1E 00 12 0B 20 0F 00 12 0F 0B 1C 0E 00 1E 12 0F 00 1C 1F 17 19 1C 00 1E 12 0B 1E 00 0D 12 13 16 0E 1C 0F 18 00 12 0B 20 0F 00 0C 0F 0F 18 00 20 0B 18 13 1D 12 13 18 11 00 1C 0F 0D 0F 18 1E 16 23 6C 4F 38 12 0F 00 17 19 1E 12 0F 1C 1D 00 10 1C 19 17 00 2D 24 17 13 1E 00 3A 13 16 16 0B 11 0F 00 0D 0B 17 0F 00 1E 19 00 17 0F 00 13 18 00 1E 0F 0B 1C 1D 00 1E 12 13 1D 00 17 19 1C 18 13 18 11 00 0C 0F 11 11 13 18 11 00 10 19 1C 00 12 0F 16 1A 6C 4F 25 1D 00 1E 12 0F 00 2F 13 18 11 00 19 10 00 1E 12 13 1D 00 0D 19 1F 18 1E 1C 23 77 2D 00 0D 0B 18 18 19 1E 00 13 11 18 19 1C 0F 00 1E 12 13 1D 00 1A 1C 19 0C 16 0F 17 00 0B 18 23 00 16 19 18 11 0F 1C 6C 4F 2A 13 18 0E 00 1E 12 0F 00 0D 0B 1F 1D 0F 00 19 10 00 1E 12 0F 1D 0F 00 0E 13 1D 0B 1A 1A 0F 0B 1C 0B 18 0D 0F 1D 00 0B 18 0E 00 1C 0F 1A 19 1C 1E 00 1E 19 00 17 0F 6E 00 2B 19 77 17 23 00 1D 19 16 0E 13 0F 1C 1D 6E 6A	'Everyone,at ease.'<4F>You must have heard the rumor that children have been vanishing recently.'<4F>The mothers from Izmit Village came to me in tears this morning begging for help.'<4F>As the King of this country,I cannot ignore this problem any longer.'<4F>Find the cause of these disappearances and report to me! Go,my soldiers!'
0303	18	03	00	B2D2	2562	2649	69 37 13 1C 77 12 0F 16 1A 00 17 0F 6E 6A	'Sir,help me!'
0304	18	04	00	B2D2	2649	4794	2A 16 19 1C 0B 71 69 2D 1E 6B 1D 00 23 19 1F 77 13 1D 18 6B 1E 00 13 1E 6D 6A 43 25 16 0F 22 71 69 3B 12 19 00 0B 1C 0F 00 23 19 1F 77 17 0B 6B 0B 17 6D 6A 44 2A 16 19 1C 0B 71 69 28 19 18 6B 1E 00 23 19 1F 00 1C 0F 0D 19 11 18 13 24 0F 00 17 0F 6D 00 2D 6B 17 00 2A 16 19 1C 0B 77 23 19 1F 1C 00 21 13 10 0F 6E 6A 43 25 16 0F 22 71 69 72 72 72 6A 44 2A 16 19 1C 0B 71 69 28 19 18 6B 1E 00 23 19 1F 00 0F 20 0F 18 00 1C 0F 17 0F 17 0C 0F 1C 00 1E 12 13 1D 6D 00 37 17 0B 0D 15 6E 6A 43 25 16 0F 22 71 69 72 72 72 6A 44 25 16 0F 22 71 69 72 2A 16 19 1C 0B 6E 6A 43 2A 16 19 1C 0B 71 69 3D 0F 1D 77 13 1E 6B 1D 00 17 0F 6E 6A 44 25 16 0F 22 71 69 3B 12 0B 1E 00 0D 0B 17 0F 00 19 20 0F 1C 00 17 0F 6D 00 2D 00 17 1F 1D 1E 00 12 0B 20 0F 00 16 19 1D 1E 00 17 23 00 17 13 18 0E 00 13 18 00 10 0F 0B 1C 00 0B 10 1E 0F 1C 00 0C 0F 13 18 11 00 0B 1E 1E 0B 0D 15 0F 0E 00 0C 23 00 17 19 18 1D 1E 0F 1C 1D 6C 44 25 16 0F 22 71 69 37 19 16 0E 13 0F 1C 77 1E 12 0B 18 15 1D 00 10 19 1C 00 10 13 18 0E 13 18 11 00 17 0F 6C 44 25 16 0F 22 71 69 2D 00 1C 0F 17 0F 17 0C 0F 1C 72 12 0F 0B 1C 13 18 11 00 1E 12 13 1D 00 10 1C 19 17 00 1D 19 17 0F 00 0D 12 13 16 0E 1C 0F 18 72 6A 44	Flora:'It's you,isn't it?'<43>Alex:'Who are you,ma'am?'<44>Flora:'Don't you recognize me? I'm Flora,your wife!'<43>Alex:'.........'<44>Flora:'Don't you even remember this? Smack!'<43>Alex:'.........'<44>Alex:'...Flora!'<43>Flora:'Yes,it's me!'<44>Alex:'What came over me? I must have lost my mind in fear after being attacked by monsters.'<44>Alex:'Soldier,thanks for finding me.'<44>Alex:'I remember...hearing this from some children...'<44>
0305	18	05	00	B2D2	4794	5865	37 19 17 0F 21 12 0F 1C 0F 77 16 19 18 11 00 0B 11 19 77 1E 12 0F 1C 0F 00 21 0B 1D 00 0B 00 20 0F 1C 23 00 1E 19 17 0C 19 23 13 1D 12 00 1A 1C 13 18 0D 0F 1D 1D 00 18 0B 17 0F 0E 00 25 16 0F 18 0B 78 44 38 12 0F 00 2F 13 18 11 00 21 0B 1D 00 0D 19 18 1D 1E 0B 18 1E 16 23 00 1F 1A 1D 0F 1E 00 0C 23 00 12 0F 1C 00 0C 0F 12 0B 20 13 19 1C 78 33 18 0F 00 17 19 1C 18 13 18 11 77 12 0F 00 1D 1F 17 17 19 18 0F 0E 00 1E 12 0F 00 34 1C 13 18 0D 0F 1D 1D 00 1E 19 00 12 13 1D 00 0D 12 0B 17 0C 0F 1C 72 78 4F 34 1C 13 18 0D 0F 1D 1D 6E 00 34 1C 13 18 0D 0F 1D 1D 00 25 16 0F 18 0B 6E 00 3D 19 1F 1C 00 10 0B 1E 12 0F 1C 00 21 0B 18 1E 1D 00 1E 19 00 1D 0F 0F 00 23 19 1F 6E 6A 44	Somewhere,long ago,there was a very tomboyish princess named Alena.<44>The King was constantly upset by her behavior.One morning,he summoned the Princess to his chamber....<4F>Princess! Princess Alena! Your father wants to see you!'<44>
0306	18	06	00	B2D2	5865	7078	69 25 16 0F 18 0B 77 23 19 1F 1C 00 1E 1F 1E 19 1C 00 13 18 10 19 1C 17 0F 0E 00 17 0F 00 23 19 1F 6B 1C 0F 00 1A 16 0B 18 18 13 18 11 00 0B 00 14 19 1F 1C 18 0F 23 00 1E 19 00 1E 0F 1D 1E 00 23 19 1F 1C 00 1D 1E 1C 0F 18 11 1E 12 6C 4F 2D 00 10 19 1C 0C 13 0E 00 13 1E 78 3D 19 1F 6B 1C 0F 00 1E 12 0F 00 34 1C 13 18 0D 0F 1D 1D 00 19 10 00 1E 12 13 1D 00 0D 19 1F 18 1E 1C 23 6C 4F 2D 00 21 19 18 6B 1E 00 0B 16 16 19 21 00 23 19 1F 00 1E 19 00 20 0F 18 1E 1F 1C 0F 00 13 18 1E 19 00 1E 12 0F 00 19 1F 1E 1D 13 0E 0F 00 21 19 1C 16 0E 00 21 12 0F 1C 0F 00 17 19 18 1D 1E 0F 1C 1D 00 16 1F 1C 15 6E 6A 4F 32 0F 20 0F 1C 00 11 19 00 19 1F 1E 1D 13 0E 0F 00 1E 12 13 1D 00 27 0B 1D 1E 16 0F 6E 00 2D 1D 00 1E 12 0B 1E 00 0D 16 0F 0B 1C 6D 00 38 12 0B 1E 6B 1D 00 0B 16 16 6E 6A	'Alena,your tutor informed me you're planning a journey to test your strength.'<4F>I forbid it.You're the Princess of this country.'<4F>I won't allow you to venture into the outside world where monsters lurk!'<4F>Never go outside this Castle! Is that clear? That's all!'
0307	18	07	00	B2D2	7078	7158	69 3B 12 19 00 0B 1C 0F 00 23 19 1F 6D 6A	'Who are you?'
0308	18	08	00	B2D2	7158	7780	25 16 0F 18 0B 00 13 18 1D 1A 0F 0D 1E 1D 00 1E 12 0F 00 21 0B 16 16 78 44 2D 1E 00 1D 0F 0F 17 1D 00 1E 12 0F 00 21 0B 16 16 77 1C 0F 1A 0B 13 1C 0F 0E 00 21 13 1E 12 00 10 16 13 17 1D 23 00 0C 19 0B 1C 0E 1D 77 0D 0B 18 00 0C 0F 00 0C 1C 19 15 0F 18 00 1E 12 1C 19 1F 11 12 00 0C 23 00 15 13 0D 15 13 18 11 78 44 28 19 00 23 19 1F 00 21 0B 18 1E 00 1E 19 00 15 13 0D 15 00 13 1E 6D	Alena inspects the wall.<44>It seems the wall,repaired with flimsy boards,can be broken through by kicking.<44>Do you want to kick it?
0309	18	09	00	B2D2	7780	7907	32 19 1E 12 13 18 11 00 1D 1A 0F 0D 13 0B 16 00 13 1D 00 10 19 1F 18 0E 78	Nothing special is found.
030A	18	0A	00	B2D2	7907	8959	26 1C 0F 23 71 69 34 1C 13 18 0D 0F 1D 1D 6E 00 2D 1E 6B 1D 00 1C 0F 0D 15 16 0F 1D 1D 00 1E 19 00 14 19 1F 1C 18 0F 23 00 0B 16 19 18 0F 6E 00 2D 10 00 23 19 1F 6B 1C 0F 00 0E 0F 1E 0F 1C 17 13 18 0F 0E 77 2D 6B 16 16 00 0B 0D 0D 19 17 1A 0B 18 23 00 23 19 1F 6E 6A 44 27 1C 13 1D 1E 19 71 69 2D 77 23 19 1F 1C 00 12 1F 17 0C 16 0F 00 1D 0F 1C 20 0B 18 1E 77 21 13 16 16 00 0B 0D 0D 19 17 1A 0B 18 23 00 23 19 1F 00 0B 16 1D 19 77 34 1C 13 18 0D 0F 1D 1D 6E 00 30 0F 1E 6B 1D 00 11 19 00 18 19 21 6C 44 26 1C 0F 23 00 0B 18 0E 00 27 1C 13 1D 1E 19 00 14 19 13 18 0F 0E 00 1E 12 0F 00 34 0B 1C 1E 23 6E 43 55 40	Brey:'Princess! It's reckless to journey alone! If you're determined,I'll accompany you!'<44>Cristo:'I,your humble servant,will accompany you also,Princess! Let's go now.'<44>Brey and Cristo joined the Party!<43><55><40>
030B	18	0B	00	B2D2	8959	9072	3D 19 1F 00 0D 0B 18 6B 1E 00 11 0F 1E 00 19 10 10 00 12 0F 1C 0F 78	You can't get off here.
